101355.0,0,0,0,0,0,0,0,191.0,293.0,13526.0,165765.0,0,0,0,0,0,0,0,31569.0,0,0,0,0,0,0,0,0,33951.0,0,0,0,0,0,0,0,4018.0,238.0,0,0,0,0,107.0
13787.0,0,0,0,0,0,18402.0,81045.0,0,158.0,19313.0,14528.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4916.0,16.0,23.0,199.0,153836.0,0,0,0,947.0,0,227.0,5318.0,3083.0,96516.0,705.0
14704.0,0,0,0,0,0,0,0,337.0,35.0,4013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3027.0,0,17.0,454.0,157509.0,0,0,0,5969.0,695.0,0,0,0,0,3338.0
30.0,0,0,0,0,0,0,0,0,8.0,333.0,58008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,21.0,1.0,26.0,6879.0,0,0,0,2414.0,0,2019.0,0,2127.0,36012.0,1451.0
19302.0,0,0,0,0,0,125523.0,672512.0,0,4.0,0,9209.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372969.0,0,0,0,0,0,0,0,0,0,163.0
0,0,0,0,0,0,0,0,0,0,1971.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605.0,0,0,0,772.0,0,0,0,0,0,1351.0
18728.0,0,0,0,0,0,0,0,47.0,608.0,21736.0,126209.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350.0,0,0,0,72529.0,0,0,0,0,0,0,0,0,0,98.0
16572.0,0,0,0,0,0,553286.0,21159699.0,0,0,10198.0,0,0,0,0,0,32366.0,1.0,1022.0,12796.0,16710.0,0,0,0,1.0,0.0,33.0,70768.0,0,0,0,0,0,0,0,0,15410.0,1735.0,2000.0,13897.0,12038.0,308333.0,17411.0
336006.0,0,0,0,0,0,0,0,1658.0,204618.0,34640969.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,40.0,83959.0,0,0,0,0,0,0,0,0,227215.0,9166.0,2198.0,14079.0,12305.0,333451.0,15920.0
46661.0,0,0,0,0,0,0,0,508.0,80.0,65383.0,1651902.0,212526.0,3.0,48.0,383.0,5160.0,1.0,1314.0,30174.0,7484.0,182.0,0,1.0,19.0,56.0,228.0,26084.0,6233.0,4.0,49.0,252.0,3931652.0,0,0,0,5195.0,0,0,5070.0,3990.0,0,3472.0
9558.0,0,0,0,0,0,0,0,0,204.0,12865.0,35537.0,0,0,0,0,0,0,0,26939.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7153.0,631.0,2456.0,0,0,421909.0,2875.0
12209.0,0,0,0,0,0,0,0,583.0,16.0,12820.0,32910.0,3720.0,0,0,0,20096.0,5.0,1047.0,9742.0,16797.0,0,0,0,0,0,0,0,1633.0,410.0,482.0,1271.0,0,0,0,0,7866.0,734.0,3278.0,19682.0,13805.0,601121.0,3557.0
334.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,0,1117.0,0,0,0,0,0,0,0,746.0,0,0,0,0,0,596.0
9025.0,0,0,0,0,0,0,0,294.0,0,2341.0,0,0,0,0,0,774.0,0.0,88.0,2764.0,651.0,0,0,0,6.0,0.0,37.0,4692.0,2268.0,7.0,12.0,228.0,1437.0,0,0,0,7908.0,769.0,2405.0,0,2434.0,18797.0,8337.0
12.0,0,0,0,0,0,0,0,0,0,21383.0,17097.0,0,0.0,0.0,24.0,8602.0,1.0,798.0,10449.0,5316.0,134.0,238.0,0,49.0,0.0,268.0,122639.0,5681.0,13.0,34.0,361.0,0,1.0,13740.0,26.0,10458.0,443.0,1734.0,1061.0,1752.0,288614.0,6817.0
221157.0,0,0,0,0,0,0,0,988.0,0,379133.0,108885.0,0,1.0,8.0,194.0,0,0,0,0,0,0,0.0,0,0,0,0,0,99794.0,0,0,0,348326.0,0,0,0,358366.0,17572.0,0,0,0,0,135634.0
0,0,0,0,0,0,0,0,0,0,2638.0,8973.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948.0,9333.0,0,0,0,0,1339.0
138852.0,0,0,0,0,0,0,0,0,0,8619.0,0,0,250.0,7194.0,274966.0,6947.0,0.0,287.0,6398.0,1783.0,100.0,0,0,2.0,419.0,47.0,5501.0,10142.0,11.0,36.0,172.0,1004804.0,0,0,0,18421.0,0,247.0,4007.0,246.0,26692.0,7213.0
413464.0,0,0,0,0,0,1855870.0,63579383.0,101.0,10261.0,27419.0,50007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541834.0,0,0,0,2134.0,0,0,0,0,0,713.0
350890.0,0,0,0,0,0,1870783.0,64137378.0,108.0,9792.0,28670.0,51579.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707081.0,0,0,0,120684.0,3502.0,0,0,0,0,385.0
236622.0,0,0,0,0,0,0,0,107.0,10829.0,36174.0,0,0,0,0,0,573880.0,28.0,12301.0,316573.0,176535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121902.0,3476.0,0,0,0,0,400.0
459779.0,0,0,0,0,0,2032119.0,69368499.0,127.0,56275.0,89505.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,30.0,448641.0,0,0,0,0,895981.0,0,0,0,0,3157.0,0,0,0,0,572.0
347761.0,0,0,0,0,0,2060929.0,70404304.0,87.0,49620.0,76213.0,42130.0,0,0,0,0,116958.0,0,4649.0,84282.0,46160.0,0,0,0,5.0,0.0,19.0,19065.0,0,0,0,0,727779.0,0,0,0,958.0,0,0,6.0,0,0,469.0
